episode,reward
2225,-530
2226,-515
2227,-530
2228,-530
2229,-530
2230,-530
2231,-530
2232,-530
2233,-416
2234,-530
2235,-530
2236,-530
2237,-515
2238,-530
2239,-451
2240,-416
2241,-530
2242,-530
2243,-530
2244,-530
2245,-530
2246,-425
2247,-431
2248,-515
2249,-425
2250,-530
2251,-416
2252,-530
2253,-416
2254,-530
2255,-530
2256,-530
2257,-416
2258,-550
2259,-530
2260,-416
2261,-451
2262,-530
2263,-530
2264,-451
2265,-550
2266,-530
2267,-530
2268,-530
2269,-451
2270,-530
2271,-451
2272,-515
2273,-530
2274,-530
2275,-425
2276,-440
2277,-530
2278,-451
2279,-431
2280,-530
2281,-431
2282,-431
2283,-530
2284,-530
2285,-515
2286,-530
2287,-530
2288,-431
2289,-431
2290,-530
2291,-431
2292,-530
2293,-530
2294,-530
2295,-530
2296,-530
2297,-431
2298,-515
2299,-515
2300,-530
2301,-530
2302,-530
2303,-530
2304,-451
2305,-530
2306,-530
2307,-440
2308,-451
2309,-451
2310,-515
2311,-431
2312,-515
2313,-530
2314,-530
2315,-431
2316,-530
2317,-431
2318,-530
2319,-431
2320,-530
2321,-530
2322,-530
2323,-530
2324,-515
2325,-515
2326,-451
2327,-530
2328,-530
2329,-530
2330,-530
2331,-530
2332,-515
2333,-530
2334,-416
2335,-431
2336,-530
2337,-431
2338,-431
2339,-515
2340,-530
2341,-530
2342,-530
2343,-515
2344,-530
2345,-530
2346,-431
2347,-530
2348,-530
2349,-416
2350,-515
2351,-460
2352,-530
2353,-530
2354,-530
2355,-451
2356,-530
2357,-530
2358,-530
2359,-530
2360,-530
2361,-530
2362,-530
2363,-530
2364,-530
2365,-530
2366,-530
2367,-530
2368,-530
2369,-550
2370,-530
2371,-530
2372,-530
2373,-515
2374,-515
2375,-530
2376,-460
2377,-530
2378,-431
2379,-451
2380,-530
2381,-431
2382,-530
2383,-451
2384,-530
2385,-530
2386,-530
2387,-530
2388,-431
2389,-451
2390,-530
2391,-416
2392,-515
2393,-530
2394,-530
2395,-440
2396,-451
2397,-431
2398,-530
2399,-530
2400,-515
2401,-431
2402,-440
2403,-530
2404,-515
2405,-515
2406,-451
2407,-530
2408,-530
2409,-431
2410,-515
2411,-530
2412,-530
2413,-530
2414,-530
2415,-451
2416,-425
2417,-530
2418,-530
2419,-530
2420,-460
2421,-515
2422,-431
2423,-530
2424,-530
2425,-530
2426,-431
2427,-451
2428,-440
2429,-431
2430,-530
2431,-530
2432,-530
2433,-431
2434,-515
2435,-451
2436,-431
2437,-550
2438,-530
2439,-431
2440,-530
2441,-530
2442,-515
2443,-451
2444,-530
2445,-530
2446,-451
2447,-515
2448,-431
2449,-530
2450,-530
2451,-530
2452,-530
2453,-530
2454,-530
2455,-515
2456,-431
2457,-431
2458,-530
2459,-530
2460,-515
2461,-451
2462,-530
2463,-416
2464,-530
2465,-440
2466,-530
2467,-431
2468,-530
2469,-530
2470,-530
2471,-515
2472,-530
2473,-431
2474,-451
2475,-440
2476,-515
2477,-530
2478,-515
2479,-530
2480,-530
2481,-530
2482,-515
2483,-530
2484,-530
2485,-530
2486,-530
2487,-530
2488,-451
2489,-530
2490,-530
2491,-530
2492,-440
2493,-431
2494,-530
2495,-515
2496,-530
